4	0.0000664200
8	0.0000654961
16	0.0000659624
32	0.0000669285
64	0.0000699385
128	0.0000701575
256	0.0000765539
512	0.0000939215
1024	0.0001080455
2048	0.0001341095
4096	0.0001604805
8192	0.0002021544
16384	0.0002735170
32768	0.0004195144
65536	0.0008489355
131072	0.0015251185
262144	0.0025790304
524288	0.0050340534
1048576	0.0094666035
2097152	0.0186210595
4194304	0.0369165020
8388608	0.0740667341
